months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,bind_year,bind_month,bind_quarter,bind_day_of_week,incident_year,incident_month,incident_quarter,incident_day_of_week,policy_duration_days,is_weekend_incident,is_night_incident,deductable_premium_ratio,umbrella_limit_ratio,capital_net,capital_total,has_capital_gains,has_capital_loss,claim_ratio_injury,claim_ratio_property,claim_ratio_vehicle,claim_consistency,age_group,is_senior,vehicle_age,vehicle_age_sq,total_injuries_and_damage,has_bodily_injuries,has_witnesses,witness_ratio,report_completeness,authorities_contacted_binary,police_report_available_binary,property_damage_binary,policy_csl_encoded,incident_severity_encoded,is_high_risk_state,collision_type_is_collision,is_high_risk_occupation,education_level_encoded,outlier_count,age_is_outlier,policy_annual_premium_is_outlier,total_claim_amount_is_outlier,injury_claim_is_outlier,property_claim_is_outlier,vehicle_claim_is_outlier
254,40,500,1390.89,0,0,-74400,23,1,2,2,53460,9720,4860,38880,2009,0,1995,4,2,6,2015,2,1,5,7251,1,1,0.35922378923621834,0.0,74400,-74400,0,0,0.18181478086829653,0.09090739043414826,0.7272591234731861,0.9999812947756308,35-45,0,15,225,3,1,1,1.0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
105,28,500,1082.36,0,0,0,12,3,2,2,60500,12100,6050,42350,1995,0,1995,12,4,2,2015,1,1,5,6982,1,0,0.4615271008713632,0.0,0,0,0,0,0.19999669426951622,0.09999834713475811,0.6999884299433067,0.999983471347581,25-35,0,29,841,5,1,1,0.5,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0
56,36,500,1533.07,0,0,-28800,13,1,1,2,58500,0,6500,52000,2001,0,2009,11,4,6,2015,1,1,1,1899,0,0,0.32593036823613003,0.0,28800,-28800,0,0,0.0,0.11110921180834515,0.8888736944667612,0.9999829062751064,35-45,0,23,529,2,1,1,1.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
67,29,1000,1861.43,0,60400,-67800,16,1,0,3,63800,6380,6380,51040,1998,1,1995,11,4,0,2015,1,1,3,7003,0,0,0.5369329317075004,0.0,128200,-7400,1,0,0.09999843262644786,0.09999843262644786,0.7999874610115829,0.9999843262644786,25-35,0,26,676,1,0,1,1.5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
280,48,1000,1387.35,0,0,-72000,16,1,2,2,61320,10220,10220,40880,1998,0,2014,7,3,2,2015,2,1,2,203,0,0,0.7202794684337523,0.0,72000,-72000,0,0,0.16666394872882048,0.16666394872882048,0.6666557949152819,0.9999836923729228,45-55,0,26,676,3,1,1,1.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
276,46,500,1448.84,0,0,-50000,7,1,0,1,5940,660,660,4620,2015,0,2005,3,1,1,2015,2,1,5,3616,1,0,0.344865640346521,0.0,50000,-50000,0,0,0.1110924086854065,0.1110924086854065,0.7776468607978455,0.9998316781686585,45-55,0,9,81,1,0,1,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
321,44,2000,1344.56,0,0,-39100,7,1,1,2,4680,520,0,4160,1999,0,2008,4,2,2,2015,2,1,3,2486,0,0,1.4863699872172182,0.0,39100,-39100,0,0,0.11108737449262979,0.0,0.8886989959410383,0.999786370433668,35-45,0,25,625,2,1,1,1.0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
155,35,1000,1088.34,0,81100,0,16,3,2,3,29790,3310,3310,23170,2008,0,2003,8,3,4,2015,2,1,1,4225,0,0,0.9179870380230232,0.0,81100,81100,1,0,0.11110738142391997,0.11110738142391997,0.7777516699674398,0.9999664328152797,25-35,0,16,256,5,1,1,0.75,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0
1,29,500,854.58,0,52200,0,15,1,2,3,86790,7890,6685,55230,2003,0,2006,5,2,2,2015,1,1,3,3144,0,0,0.5843988873045185,0.0,52200,52200,1,0,0.09090804346072749,0.07702411540367089,0.6363563042250925,0.8042884630894909,25-35,0,21,441,3,1,1,1.5,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
245,40,500,885.08,0,27000,-58900,0,1,0,1,85150,13100,13100,58950,1998,0,2001,9,3,4,2015,2,1,4,4893,0,1,0.5642831347056699,0.0,85900,-31900,1,0,0.15384434710103229,0.15384434710103229,0.6922995619546453,0.9999882561567098,35-45,0,26,676,1,0,1,0.5,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
338,47,500,1143.46,0,0,0,4,1,2,1,58560,9760,9760,39040,2002,0,1995,8,3,5,2015,2,1,2,7123,0,1,0.436887265609982,0.0,0,0,0,0,0.16666382063147828,0.16666382063147828,0.6666552825259131,0.9999829237888698,45-55,0,22,484,3,1,1,0.5,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
173,36,1000,1274.63,0,51000,0,22,1,2,3,52030,9460,9460,33110,1995,0,2007,8,3,5,2015,2,1,6,2731,1,1,0.7839263736349882,0.0,51000,51000,1,0,0.1818146873978974,0.1818146873978974,0.6363514058926409,0.9999807806884358,35-45,0,29,841,3,1,1,1.5,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0
373,55,500,1607.36,0,0,0,21,4,0,2,60600,6060,12120,42420,2007,1,2007,4,2,0,2015,1,1,0,2821,0,0,0.3108756746002139,0.0,0,0,0,0,0.0999983498622135,0.199996699724427,0.6999884490354945,0.999983498622135,45-55,0,17,289,4,0,1,0.4,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
335,50,1000,1538.26,0,62200,-31400,12,3,2,3,34320,8580,4290,21450,2009,0,2007,2,1,2,2015,1,1,5,2908,1,0,0.6496628249938282,0.0,93600,30800,1,0,0.24999271582995833,0.12499635791497916,0.6249817895748958,0.9999708633198333,45-55,0,15,225,5,1,1,0.75,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
298,47,2000,1338.5,0,28800,0,1,1,0,0,70590,10860,10860,48870,2000,1,1998,11,4,2,2015,2,1,0,5927,0,1,1.4930944382232176,0.0,28800,28800,1,0,0.15384397444433426,0.15384397444433426,0.6922978849995042,0.9999858338881727,45-55,0,24,576,1,0,0,0.0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
50,44,2000,1188.51,0,0,-65800,15,3,1,2,61100,6110,12220,42770,2008,0,2000,10,4,2,2015,1,1,3,5195,0,0,1.6813645955057124,0.0,65800,-65800,0,0,0.09999836336557504,0.19999672673115007,0.6999885435590252,0.9999836336557503,35-45,0,16,256,4,1,1,0.5,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0
286,47,500,1386.93,0,54100,-77600,15,3,0,0,65800,13160,6580,46060,2001,0,2002,11,4,2,2015,1,1,5,4441,1,0,0.36024871571332845,0.0,131700,-23500,1,0,0.1999969605325147,0.09999848026625735,0.6999893618638015,0.9999848026625735,45-55,0,23,529,3,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
458,61,1000,1328.18,0,53000,0,18,1,2,1,56340,6260,6260,43820,2003,0,1992,12,4,0,2015,2,1,2,8115,0,0,0.7523435501587444,0.0,53000,53000,1,0,0.11110913899291812,0.11110913899291812,0.7777639729504269,0.9999822509362631,55-65,0,21,441,3,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
14,28,2000,1587.96,0,0,-26900,18,1,2,1,71280,12960,12960,45360,2012,1,2002,7,3,0,2015,2,1,5,4590,1,0,1.2586849259893262,0.0,26900,-26900,0,0,0.18181563109383989,0.18181563109383989,0.6363547088284396,0.9999859710161193,25-35,0,12,144,3,1,1,0.5,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0
204,40,1000,1693.83,0,44000,-20800,6,1,1,0,53400,5340,5340,42720,2003,0,1992,4,2,1,2015,1,1,4,8312,0,0,0.5900296784928282,0.0,64800,23200,1,0,0.09999812737589184,0.09999812737589184,0.7999850190071347,0.9999812737589183,35-45,0,21,441,2,1,0,0.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
141,30,1000,1851.78,0,78800,0,13,1,1,0,61740,6860,6860,48020,2002,0,2000,7,3,5,2015,2,1,0,5322,0,0,0.5397294875808245,0.0,78800,78800,1,0,0.11110931147859607,0.11110931147859607,0.7777651803501725,0.9999838033073646,25-35,0,22,484,2,1,0,0.0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
34,34,500,1295.87,0,0,0,4,3,1,0,50800,5080,5080,40640,1997,1,1992,3,1,3,2015,1,1,1,8335,0,1,0.38554365510806793,0.0,0,0,0,0,0.0999980315348123,0.0999980315348123,0.7999842522784985,0.999980315348123,25-35,0,27,729,4,1,0,0.0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
253,41,1000,1435.09,0,36600,0,17,1,2,0,56610,6290,6290,44030,1995,0,2004,4,2,1,2015,1,1,6,3918,1,0,0.6963351879060505,0.0,36600,36600,1,0,0.1111091483987211,0.1111091483987211,0.7777640387910477,0.9999823355884899,35-45,0,29,841,3,1,0,0.0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0
247,44,2000,1101.51,0,64000,0,22,3,2,2,69480,11580,11580,46320,2008,0,1992,2,1,1,2015,2,1,2,8408,0,1,1.8140425030158456,0.0,64000,64000,1,0,0.16666426792936198,0.16666426792936198,0.6666570717174479,0.9999856075761719,35-45,0,16,256,5,1,1,0.5,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0
145,37,2000,1434.27,0,0,-35900,13,1,2,3,55110,5010,10020,40080,2002,0,1991,12,4,5,2015,1,1,6,8422,1,0,1.393466037748995,0.0,35900,-35900,0,0,0.09090744134564788,0.18181488269129575,0.727259530765183,0.9999818548021266,35-45,0,22,484,3,1,1,1.5,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0
219,43,1000,1483.25,0,90700,-20800,3,3,1,1,70680,5890,11780,53010,2009,0,2010,12,4,2,2015,2,1,0,1503,0,1,0.67374094660603,0.0,111500,69900,1,0,0.08333215432718835,0.1666643086543767,0.7499893889446951,0.9999858519262602,35-45,0,15,225,4,1,1,0.25,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
96,26,2000,1509.04,0,10000,0,9,1,2,3,78320,7120,14240,56960,2007,0,2005,10,4,4,2015,2,1,0,3412,0,0,1.3244682260072582,0.0,10000,10000,1,0,0.09090793018475249,0.18181586036950498,0.7272634414780199,0.9999872320322775,25-35,0,17,289,3,1,1,1.5,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0
260,46,2000,1482.57,0,35000,0,7,1,0,1,64080,10680,10680,42720,2005,0,1990,2,1,6,2015,2,1,4,9133,0,0,1.3480995167063232,0.0,35000,35000,1,0,0.16666406579173235,0.16666406579173235,0.6666562631669294,0.999984394750394,45-55,0,19,361,1,0,1,0.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
279,45,2000,1333.97,0,61100,-30700,21,3,1,0,61050,11100,11100,38850,2011,1,1992,1,1,1,2015,1,1,0,8385,0,0,1.4981610073634613,0.0,91800,30400,1,0,0.18181520368216736,0.18181520368216736,0.6363532128875858,0.9999836202519206,35-45,0,13,169,4,1,0,0.0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
267,46,2000,1111.17,0,35000,0,3,1,2,3,4950,900,450,3600,1995,0,2004,8,3,0,2015,2,1,1,3830,0,1,1.7982862332197416,0.0,35000,35000,1,0,0.1817814582912543,0.09089072914562715,0.7271258331650172,0.9997980206018986,45-55,0,29,841,3,1,1,1.5,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
108,31,2000,1112.04,0,52800,-54300,5,1,1,3,4290,780,780,2730,1998,0,2002,1,1,4,2015,1,1,1,4757,0,1,1.7968806152519228,0.0,107100,-1500,1,0,0.1817758098345374,0.1817758098345374,0.636215334420881,0.9997669540899558,25-35,0,26,676,2,1,1,1.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
441,55,500,1270.29,0,24000,-50500,4,1,0,0,6400,640,640,5120,2002,0,2009,7,3,2,2015,2,1,3,2031,0,1,0.3933012923880468,0.0,74500,-26500,1,0,0.09998437744102484,0.09998437744102484,0.7998750195281987,0.9998437744102484,45-55,0,22,484,1,0,0,0.0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
143,31,500,1163.83,0,37700,0,21,4,2,0,76120,6920,13840,55360,1999,0,2014,7,3,5,2015,2,1,5,231,1,0,0.42924718628469394,0.0,37700,37700,1,0,0.090907896638247,0.181815793276494,0.727263173105976,0.999986863020717,25-35,0,25,625,6,1,0,0.0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0
208,36,500,1153.49,0,0,0,16,3,1,0,50500,10100,5050,35350,2004,0,2000,6,2,6,2015,2,1,6,5362,1,0,0.4330916681824875,0.0,0,0,0,0,0.19999603968238253,0.09999801984119126,0.6999861388883388,0.9999801984119127,35-45,0,20,400,4,1,0,0.0,0,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0
285,41,1000,1436.79,0,70900,0,23,1,2,3,108480,18080,18080,72320,2015,0,2014,1,1,6,2015,1,1,5,384,1,1,0.6955118619548056,0.0,70900,70900,1,0,0.1666651302993151,0.1666651302993151,0.6666605211972604,0.9999907817958905,35-45,0,9,81,3,1,1,1.5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
97,26,1000,1270.55,0,0,-72100,10,3,2,3,84920,7720,15440,61760,2006,1,1997,10,4,1,2015,1,1,1,6293,0,0,0.7864417443277889,0.0,72100,-72100,0,0,0.09090802039542634,0.18181604079085267,0.7272641631634107,0.9999882243496897,25-35,0,18,324,5,1,1,0.75,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
162,35,2000,1124.69,0,0,0,14,1,0,3,54340,9880,4940,39520,2001,0,2000,5,2,0,2015,2,1,4,5394,0,0,1.7766880757579795,0.0,0,0,0,0,0.18181483594339448,0.09090741797169724,0.7272593437735779,0.9999815976886697,25-35,0,23,529,1,0,1,1.5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
461,57,500,865.33,0,0,0,7,3,0,1,59040,9840,9840,39360,1995,0,1997,12,4,4,2015,1,1,2,6235,0,0,0.5771472764420025,0.0,0,0,0,0,0.16666384376958385,0.16666384376958385,0.6666553750783354,0.9999830626175031,55-65,0,29,841,3,0,1,0.25,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
82,27,1000,1384.51,0,13100,-38200,14,1,2,3,71680,8960,8960,53760,2007,1,1996,9,3,5,2015,2,1,2,6724,0,0,0.7217558877236541,0.0,51300,-25100,1,0,0.12499825616272095,0.12499825616272095,0.7499895369763256,0.9999860493017676,25-35,0,17,289,3,1,1,1.5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
344,51,2000,1398.46,0,0,0,14,1,0,2,82830,7530,15060,60240,2004,0,1992,4,2,1,2015,2,1,0,8315,0,0,1.429122661598045,0.0,0,0,0,0,0.09090799338411948,0.18181598676823896,0.7272639470729558,0.9999879272253142,45-55,0,20,400,1,0,1,1.0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
377,53,500,1693.63,0,0,-64000,10,3,1,3,59040,6560,6560,45920,2015,0,1996,9,3,0,2015,2,1,1,6742,0,0,0.29504965685724904,0.0,64000,-64000,0,0,0.11110922917972256,0.11110922917972256,0.7777646042580579,0.9999830626175031,45-55,0,9,81,4,1,1,0.75,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
38,28,1000,1019.44,0,0,-39700,17,1,2,1,7200,1440,720,5040,2004,0,1995,3,1,1,2015,2,1,1,7259,0,0,0.9799694249539413,0.0,39700,-39700,0,0,0.19997222607971116,0.09998611303985558,0.699902791278989,0.9998611303985557,25-35,0,20,400,3,1,1,0.5,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
230,37,1000,1060.74,0,0,-51500,15,1,2,3,49100,9820,4910,34370,1996,1,2005,4,2,0,2015,1,1,4,3560,0,0,0.9418501704748808,0.0,51500,-51500,0,0,0.19999592676320238,0.09999796338160119,0.6999857436712084,0.9999796338160118,35-45,0,28,784,3,1,1,1.5,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
91,27,2000,1073.83,0,0,0,4,1,1,2,7260,1320,660,5280,2008,0,1994,8,3,5,2015,1,1,5,7455,1,1,1.8607593759013055,0.0,0,0,0,0,0.18179314144057293,0.09089657072028647,0.7271725657622917,0.9998622779231511,25-35,0,16,256,2,1,1,1.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
271,42,500,1105.49,0,56200,-50000,12,2,2,3,68310,12420,6210,49680,2003,1,2011,8,3,0,2015,2,1,4,1285,0,0,0.4518793662843767,0.0,106200,6200,1,0,0.181815520194405,0.0909077600972025,0.72726208077762,0.9999853610692275,35-45,0,21,441,4,1,1,1.0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0
330,47,2000,1133.27,0,0,-56400,20,2,0,2,60500,11000,5500,44000,1999,1,2014,5,2,2,2015,3,1,6,277,1,0,1.7632486092376596,0.0,56400,-56400,0,0,0.1818151766086511,0.09090758830432555,0.7272607064346044,0.999983471347581,45-55,0,25,625,2,0,1,0.6666666666666666,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
156,37,500,1080.13,0,0,-61000,15,3,0,3,41490,4610,4610,32270,2001,0,2010,6,2,0,2015,1,1,6,1651,1,0,0.4624790728219548,0.0,61000,-61000,0,0,0.11110843315417801,0.11110843315417801,0.7777590320792461,0.9999758983876021,35-45,0,23,529,3,0,1,0.75,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0
143,32,1000,1464.42,0,79900,0,1,1,2,0,62260,5660,5660,50940,1995,0,2000,7,3,2,2015,1,1,3,5307,0,1,0.6823982203054414,0.0,79900,79900,1,0,0.09090763078010311,0.09090763078010311,0.818168677020928,0.9999839385811342,25-35,0,29,841,3,1,0,0.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
342,49,500,1722.95,0,63100,-13800,3,1,2,0,76700,7670,7670,61360,2006,0,1998,4,2,1,2015,2,1,5,6171,1,1,0.2900316134458656,0.0,76900,49300,1,0,0.09999869623603343,0.09999869623603343,0.7999895698882674,0.9999869623603342,45-55,0,18,324,3,1,0,0.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
185,34,500,1257.36,0,0,0,20,3,1,1,51370,9340,4670,37360,2000,1,2010,4,2,2,2015,2,1,4,1773,0,0,0.3973425728726279,0.0,0,0,0,0,0.18181464250257928,0.09090732125128964,0.7272585700103171,0.999980533764186,25-35,0,24,576,4,1,1,0.25,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
137,30,500,1039.55,0,55600,-59700,4,3,2,1,74030,6730,13460,53840,2005,0,2011,12,4,4,2015,2,1,0,1158,0,1,0.4805151122002787,0.0,115300,-4100,1,0,0.0909078629222893,0.1818157258445786,0.7272629033783145,0.9999864921451824,25-35,0,19,361,5,1,1,0.25,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
142,29,2000,1307.68,0,0,-48500,10,1,1,2,54360,4530,9060,40770,1995,1,2010,1,1,6,2015,1,1,3,1831,0,0,1.5282574808203686,0.0,48500,-48500,0,0,0.08333180037158992,0.16666360074317985,0.7499862033443093,0.9999816044590791,25-35,0,29,841,2,1,1,1.0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0
244,40,500,1342.8,0,0,0,2,1,1,3,5940,660,660,4620,2014,0,2006,6,2,4,2015,2,1,0,3153,0,1,0.372079178449174,0.0,0,0,0,0,0.1110924086854065,0.1110924086854065,0.7776468607978455,0.9998316781686585,35-45,0,10,100,2,1,1,1.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
275,41,2000,1514.72,0,35700,0,13,3,0,1,58300,5830,11660,40810,2007,0,1996,10,4,5,2015,2,1,0,6673,0,0,1.319504921753358,0.0,35700,35700,1,0,0.09999828476355466,0.1999965695271093,0.6999879933448826,0.9999828476355466,35-45,0,17,289,3,0,1,0.25,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0
228,42,2000,1197.22,0,0,0,8,1,0,0,5070,780,780,3510,2007,1,2006,6,2,1,2015,1,1,2,3130,0,0,1.6691425614661748,0.0,0,0,0,0,0.1538158154210215,0.1538158154210215,0.6921711693945968,0.9998028002366397,35-45,0,17,289,1,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
162,33,500,964.92,0,45700,0,17,4,2,1,35300,3530,3530,28240,1996,1,1991,1,1,5,2015,2,1,0,8801,0,0,0.5176412125227763,0.0,45700,45700,1,0,0.09999716721905895,0.09999716721905895,0.7999773377524716,0.9999716721905895,25-35,0,28,784,6,1,1,0.2,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0
115,31,1000,1051.67,0,0,0,18,3,0,3,34160,0,4270,29890,2005,1,2005,12,4,6,2015,3,1,6,3374,1,0,0.9499653262655913,0.0,0,0,0,0,0.0,0.1249963408565323,0.8749743859957261,0.9999707268522584,25-35,0,19,361,3,0,1,0.75,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0
322,44,1000,1156.19,0,49900,-62700,20,3,0,3,49400,9880,4940,34580,2010,0,2004,12,4,6,2015,2,1,6,3710,1,0,0.8641623242509873,0.0,112600,-12800,1,0,0.19999595149895752,0.09999797574947876,0.6999858302463513,0.9999797574947875,35-45,0,14,196,3,0,1,0.75,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
91,26,1000,1022.46,0,52700,0,15,3,0,2,74200,7420,7420,59360,1996,0,1999,10,4,1,2015,2,1,0,5606,0,0,0.9770777558478103,0.0,52700,52700,1,0,0.09999865230926806,0.09999865230926806,0.7999892184741445,0.9999865230926807,25-35,0,28,784,3,0,1,0.5,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
205,42,2000,1387.7,0,0,0,19,1,2,1,86130,15660,15660,54810,1995,0,2008,2,1,6,2015,1,1,6,2541,1,0,1.4401958666378627,0.0,0,0,0,0,0.1818160708687929,0.1818160708687929,0.6363562480407751,0.9999883897783609,35-45,0,29,841,3,1,1,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
259,39,1000,1422.36,0,0,-83900,12,3,1,3,46560,7760,7760,31040,2012,0,1995,9,3,1,2015,1,1,5,7067,1,0,0.7025629496402879,0.0,83900,-83900,0,0,0.16666308713300831,0.16666308713300831,0.6666523485320333,0.9999785227980499,35-45,0,12,144,4,1,1,0.75,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
245,39,500,964.79,0,58000,0,7,3,0,1,72820,13240,6620,52960,2010,0,2001,4,2,5,2015,2,1,4,5053,0,0,0.5177108895308504,0.0,58000,58000,1,0,0.18181568503590997,0.09090784251795499,0.7272627401436399,0.9999862676975049,35-45,0,14,196,3,0,1,0.25,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
61,24,500,922.67,0,47400,0,15,3,2,1,65520,9360,9360,46800,2011,1,1996,2,1,3,2015,1,1,0,6913,0,0,0.5413188692931459,0.0,47400,47400,1,0,0.1428549625310969,0.1428549625310969,0.7142748126554845,0.9999847377176783,18-25,0,13,169,5,1,1,0.25,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
119,27,2000,1097.64,0,27100,0,16,2,1,0,63720,7080,6685,35400,2006,0,1997,8,3,1,2015,2,1,4,6394,0,0,1.8204325347702612,0.0,27100,27100,1,0,0.11110936739850284,0.10491046907612875,0.5555468369925143,0.7715666734671458,25-35,0,18,324,3,1,0,0.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
210,38,500,999.52,0,0,0,6,1,1,2,8640,1440,720,6480,2008,0,1998,12,4,5,2015,1,1,1,5869,0,0,0.49974013512973253,0.0,0,0,0,0,0.16664737877560468,0.08332368938780234,0.749913204490221,0.999884272653628,35-45,0,16,256,2,1,1,1.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
0,32,1000,1377.04,0,61400,-41100,6,4,1,1,39720,6620,6620,26480,2002,0,2011,2,1,4,2015,1,1,5,1429,1,0,0.7256683405416389,0.0,102500,20300,1,0,0.1666624707333652,0.1666624707333652,0.6666498829334608,0.9999748244001914,25-35,0,22,484,5,1,1,0.2,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0
32,38,2000,1252.28,0,0,0,22,1,0,0,2640,440,440,1760,2015,0,1994,4,2,3,2015,1,1,2,7594,0,1,1.5958125877696923,0.0,0,0,0,0,0.16660355925785686,0.16660355925785686,0.6664142370314274,0.9996213555471413,35-45,0,9,81,1,0,0,0.0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
257,40,500,1379.93,0,0,0,6,3,0,2,51810,9420,4710,37680,2002,1,2012,7,3,1,2015,2,1,6,929,1,0,0.3620748336266139,0.0,0,0,0,0,0.1818146725598811,0.09090733627994055,0.7272586902395244,0.9999806990793461,35-45,0,22,484,3,0,1,0.5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
254,39,500,1362.87,0,35700,0,6,3,2,2,82320,13720,6860,61740,1995,1,1993,12,4,0,2015,2,1,6,7741,1,0,0.36660385520614136,0.0,35700,35700,1,0,0.1666646420718893,0.08333232103594465,0.7499908893235019,0.9999878524313359,35-45,0,29,841,5,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
431,54,2000,1155.55,0,65700,0,4,3,2,0,62300,12460,6230,43610,2007,0,2002,11,4,0,2015,1,1,2,4440,0,1,1.7292810514028794,0.0,65700,65700,1,0,0.19999678977865523,0.09999839488932762,0.6999887642252933,0.9999839488932762,45-55,0,17,289,5,1,0,0.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
107,26,500,974.59,0,62800,0,14,3,1,0,59700,11940,11940,35820,2002,0,2014,5,2,0,2015,1,1,6,244,1,0,0.5125103783351612,0.0,62800,62800,1,0,0.19999664997236227,0.19999664997236227,0.5999899499170868,0.9999832498618113,25-35,0,22,484,4,1,0,0.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
101,27,1000,1252.28,0,25900,0,7,1,0,3,5900,1180,590,4130,2009,0,2007,2,1,5,2015,1,1,4,2883,0,0,0.7979062938848461,0.0,25900,25900,1,0,0.19996610743941703,0.09998305371970852,0.6998813760379596,0.9998305371970853,25-35,0,15,225,1,0,1,1.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
430,59,2000,1326.62,0,0,0,19,3,0,3,81800,16360,8180,57260,1998,0,2004,1,1,5,2015,1,1,5,4011,1,0,1.5064551603621519,0.0,0,0,0,0,0.1999975550421144,0.0999987775210572,0.6999914426474004,0.999987775210572,55-65,0,26,676,3,0,1,0.75,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
244,40,2000,1267.81,0,0,0,10,1,2,1,6600,660,1320,4620,2005,0,1997,7,3,4,2015,1,1,5,6392,1,0,1.5762801365058599,0.0,0,0,0,0,0.09998485078018482,0.19996970156036964,0.6998939554612937,0.9998485078018482,35-45,0,19,361,3,1,1,0.5,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
